ID,app_ID,Call,Service_Type,Market,State,transmitter_lat,transmitter_lon,avg.dist,xFormat,Format,SEPT.16,OCT.16,NOV.16,DEC.16,Share_Change,Christmas
BLED-1622,292282,WEAA,FM,NA,MD,39.34205,-76.58663,28450.9,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20000803ACB,527402,WEAG,FM,NA,FL,29.9308,-82.10427,27584.77,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-19910412KE,159239,WEAI,FM,NA,IL,39.62116,-90.2579,27489.3,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20030514ACF,660858,WEAM,FM,NA,GA,32.34265,-84.65492,27847.28,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19950609KB,210320,WEAN,FM,NA,RI,41.57288,-71.63145,25431.59,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20051201CGX,1097380,WEAS,FM,NA,GA,32.04604,-81.34067,72137.49,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-19990319KD,283025,WEAT,FM,NA,FL,26.7634,-80.20505,55624.78,Holiday (Adult Contemporary),NA,NA,NA,NA,NA,NA,TRUE
BLED-20120823AAT,1511941,WEAX,FM,NA,IN,41.68672,-84.99802,15448.34,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19950421KA,208332,WEBB,FM,NA,ME,44.56451,-69.61032,43744.95,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-19890329KD,126717,WEBE,FM,NA,CT,41.17065,-73.18428,53439.53,Holiday (Adult Contemporary),NA,NA,NA,NA,NA,NA,TRUE
BLED-20110621AAC,1428420,WEBF,FM,NA,KY,37.61314,-83.67158,34921.88,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20150622AFL,1680508,WEBG,FM,Chicago,IL,41.89892,-87.62311,65269.98,NA,Country,NA,2.2,2,2.1,0.1,FALSE
BLED-20141121AJN,1658224,WEBK,FM,NA,SC,34.5371,-79.90784,16684.14,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20120725AOS,1509259,WEBL,FM,NA,MS,34.85149,-90.00537,28256.22,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19981112KL,277002,WEBN,FM,Cincinnati,OH,39.11645,-84.50189,66143.33,NA,Urban Contemporary,0.8,0.7,0.9,NA,NA,FALSE
BLH-19981112KL,277002,WEBN,FM,Cincinnati,OH,39.11645,-84.50189,66143.33,NA,Album Oriented Rock,5.8,5.4,5.3,NA,NA,FALSE
BLH-19981112KL,277002,WEBN,FM,Cincinnati,OH,39.11645,-84.50189,66143.33,NA,Alternative,1.3,1.2,1.4,NA,NA,FALSE
BLH-20140220ADA,1637162,WEBQ,FM,NA,IL,37.71755,-88.54366,27449.98,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-19860121KL,85148,WEBT,FM,NA,AL,32.8043,-85.17855,8905.25,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19901206KB,155303,WEBZ,FM,NA,FL,30.00604,-85.34325,51803.5,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20161114AAJ,1743719,WECB,FM,NA,AL,31.19268,-85.41188,35806.81,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20051202AJY,1102964,WECC,FM,NA,GA,30.9319,-81.70816,39862.23,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-19930713KA,188040,WECI,FM,NA,IN,39.8081,-84.91302,9369.04,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19920720KI,175319,WECL,FM,NA,WI,44.88441,-91.58461,27453.47,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19980112KE,260295,WECO,FM,NA,TN,36.19035,-84.62328,29315.25,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20140114ACB,1630779,WECQ,FM,NA,FL,30.41076,-86.62273,31613.75,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20060227AEK,1122753,WECS,FM,NA,CT,41.68343,-72.21647,15486.39,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20110921ADQ,1444946,WECV,FM,NA,TN,36.14117,-86.75639,20321.48,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-19931105KA,191637,WECW,FM,NA,NY,42.09674,-76.81635,3070.64,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20050309ABQ,1050018,WEDB,FM,NA,GA,32.54878,-82.6468,39537.45,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19970523KB,246700,WEDG,FM,NA,NY,42.92617,-78.84087,56568.13,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-19990607KB,285987,WEDJ,FM,NA,IN,39.80171,-86.57333,28341.06,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-19920925KA,177301,WEDM,FM,NA,IN,39.79143,-85.99804,9467.16,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20090908ADD,1327937,WEDR,FM,NA,FL,25.96787,-80.20921,70837.67,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-19920113KA,168630,WEDW,FM,NA,CT,41.04704,-73.52623,10736.78,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19920806KC,175936,WEEC,FM,NA,OH,39.96173,-83.86799,63048.55,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20090904ACK,1327129,WEEI,FM,Boston,MA,42.53148,-70.98616,64038.24,NA,All Sports,NA,6.2,5.4,4.5,-0.9,FALSE
BLED-19801230AI,26199,WEEM,FM,NA,IN,39.99782,-85.73525,12704.58,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19970612KA,248593,WEEO,FM,NA,PA,39.9237,-77.95528,24541.51,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20050318ABX,1048156,WEER,FM,NA,NY,41.03205,-71.97535,20142.01,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20080912AAG,1265312,WEEY,FM,NA,NH,42.91591,-72.33064,26101.81,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20110810AAV,1439363,WEEZ,FM,NA,GA,33.54819,-83.07071,16059.17,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20060530ADS,1131887,WEFI,FM,NA,IL,39.14171,-88.56005,10035.08,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-7669,299856,WEFM,FM,NA,IN,41.71615,-86.86308,19849.97,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20130530AMM,1556222,WEFR,FM,NA,PA,41.96644,-80.11089,18944.73,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-19871013KE,105921,WEFT,FM,NA,IL,40.18087,-88.31783,24286.72,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19921117KA,178815,WEFX,FM,NA,NY,43.82034,-76.09104,25541.34,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20111011AFU,1453949,WEGB,FM,NA,NY,41.03232,-71.97452,16703.05,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19950825KC,213134,WEGC,FM,NA,GA,31.64517,-84.35408,31095.9,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20160912ABS,1735749,WEGE,FM,NA,OH,40.72311,-84.08356,19920.13,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19940805KC,201499,WEGH,FM,NA,PA,40.7862,-76.69663,24485.86,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-19920302KC,171197,WEGL,FM,NA,AL,32.60319,-85.48662,18922.54,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-19990720KB,287231,WEGM,FM,NA,PR,18.14662,-66.98129,79985.61,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20111003AEK,1447978,WEGN,FM,NA,IL,41.20739,-87.97271,15363.86,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20130611ABE,1558915,WEGQ,FM,NA,NY,40.88538,-72.69232,13765.68,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20061114ACK,1159809,WEGR,FM,Memphis,TN,35.27592,-89.77731,71588.47,NA,Classic Rock,2.9,2.6,2.4,NA,NA,FALSE
BLED-20030725AAC,673636,WEGS,FM,NA,FL,30.62242,-87.08663,37048.69,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20030128ADU,624122,WEGW,FM,NA,WV,40.06146,-80.75231,67192.04,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20140905AAY,1649318,WEGX,FM,NA,SC,34.36794,-79.32227,86216.74,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20021230AAD,593852,WEGZ,FM,NA,WI,46.69188,-90.99102,64395.11,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20120713ADH,1504561,WEHA,FM,NA,NJ,39.60498,-74.43395,10046.9,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20091014AEW,1339173,WEHC,FM,NA,VA,36.76706,-81.83818,27811.53,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20080610ACO,1244912,WEHM,FM,NA,NY,40.8551,-72.76927,23024.46,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20060210ABT,1114262,WEHN,FM,NA,NY,40.99371,-72.17147,27833.42,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20121113ALW,1525547,WEHP,FM,NA,PA,42.12367,-80.11701,19602.61,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19980318KB,263855,WEIB,FM,NA,MA,42.3737,-72.67342,22969.05,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20080825ABQ,1261951,WEII,FM,NA,MA,41.729,-70.16669,41466.42,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19990618KA,286376,WEIO,FM,NA,TN,35.95145,-88.46311,36717.75,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-19850617KH,79176,WEIU,FM,NA,IL,39.47865,-88.17254,19692.09,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20151224AAK,1716029,WEJC,FM,NA,MI,43.69447,-84.08415,39805.39,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20130102AKK,1535989,WEJF,FM,NA,FL,28.04724,-80.67589,36015.7,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20000201ACA,432259,WEJL,FM,NA,PA,41.59314,-75.43185,23323.87,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20020418ABE,597276,WEJT,FM,NA,IL,39.59393,-88.84591,44476.97,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19881109KA,120105,WEJZ,FM,Jacksonville,FL,30.32302,-81.64259,71911.29,NA,Adult Contemporary,9.4,9.2,8.7,NA,NA,FALSE
BLED-20030602BKI,661492,WEKF,FM,NA,KY,37.02036,-84.39466,36400.99,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20011206AAK,589539,WEKH,FM,NA,KY,37.19315,-83.18795,62050.3,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-19920421KB,172741,WEKL,FM,NA,GA,33.43764,-82.09067,28797.79,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20110922AAL,1449973,WEKP,FM,NA,KY,36.7537,-83.70825,35605.76,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20060714AAC,1140087,WEKS,FM,NA,GA,33.13901,-84.5252,39081.24,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-19990407KA,283655,WEKU,FM,NA,KY,37.87925,-84.32577,58339.24,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20090514ACI,1312691,WEKV,FM,NA,OH,38.70841,-82.67072,25235.18,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19930127KD,181149,WEKX,FM,NA,TN,36.69119,-84.20855,26272.51,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19820809AH,46066,WEKZ,FM,NA,NA,42.5764,-89.69318,64070.05,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20070924AVH,1205387,WELD,FM,NA,WV,38.98289,-78.90808,29972.28,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20101015ACD,1403144,WELH,FM,NA,RI,41.85752,-71.31772,11457.26,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19930226KB,182244,WELJ,FM,NA,NY,41.0326,-71.97479,27573.44,Holiday,NA,NA,NA,NA,NA,NA,TRUE
BLH-19910809KD,163819,WELK,FM,NA,WV,38.91205,-79.7884,37052.15,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20090224ABS,1297702,WELL,FM,NA,AL,32.73652,-85.49828,40366.75,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19921118KC,178853,WELR,FM,NA,AL,33.04429,-85.33745,37951.91,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19901204KF,155193,WELS,FM,NA,NC,35.28433,-77.66442,23139.58,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19920107KA,168436,WELX,FM,NA,PR,18.44133,-67.14685,60674.44,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19920615KC,537662,WELY,FM,NA,MN,47.89435,-91.86403,27109.46,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20160427ABC,1727528,WEMC,FM,NA,VA,38.47235,-78.88225,21472.76,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-19950811KC,212680,WEMI,FM,NA,WI,44.25471,-88.43705,23353.71,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19980304KE,263121,WEMM,FM,NA,WV,38.47703,-82.25542,64944.28,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20131210BQU,1605288,WEMP,FM,NA,WI,43.98416,-87.76536,25474.03,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-19920109KA,168548,WEMU,FM,NA,MI,42.26337,-83.62605,26683.29,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19930616KA,187333,WEMX,FM,NA,LA,30.8624,-90.92621,71810.23,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-19930818KB,189186,WEMY,FM,NA,WI,44.35888,-87.98538,25360.17,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19990302KD,282405,WEND,FM,NA,NC,35.59236,-80.62868,71088.48,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19990422KG,284083,WENI,FM,NA,NY,42.14202,-77.07747,23846.52,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20110615AAR,1426742,WENJ,FM,NA,NJ,39.32064,-74.77116,63655.2,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20110513AAC,1427273,WENS,FM,NA,IN,39.67502,-84.91518,5780.26,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19971106KC,256504,WENY,FM,NA,NY,42.03202,-76.78357,27694.18,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19870220KG,97999,WENZ,FM,Cleveland,OH,41.46505,-81.28677,64049.93,NA,Urban Contemporary,6.1,5.2,5.5,NA,NA,FALSE
BLED-20131213AOB,1608537,WEOS,FM,NA,NY,42.80896,-77.08636,25633.56,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20120612AAT,1503778,WEOW,FM,NA,FL,24.67709,-81.51064,60561.04,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-19940509KA,199091,WEPC,FM,NA,SC,34.39539,-82.49679,34141.51,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20100414AAI,1363591,WEPN,FM,New York,NY,40.74844,-73.98569,65394.54,NA,All Sports,NA,1.5,1.8,1.5,-0.3,FALSE
BMLED-20100628BQG,1389346,WEPR,FM,NA,SC,34.94151,-82.4104,74669.31,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20111221ADC,1476986,WEPS,FM,NA,IL,42.03642,-88.27619,9453.64,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20071210ABQ,1223911,WEQP,FM,NA,VA,37.28542,-79.0903,28006.56,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20120308ABF,1490825,WEQS,FM,NA,WI,43.89719,-90.58263,17036.51,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20070625ACM,1191526,WEQX,FM,NA,VT,43.16619,-73.11594,65171.7,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20150605AAN,1679478,WERB,FM,NA,CT,41.62177,-72.75315,3914.25,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20050829ACX,1083281,WERC,FM,NA,AL,33.48455,-86.80693,45876.85,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20050824AEJ,1080676,WERG,FM,NA,PA,42.04283,-80.06561,24088.42,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-3981,300205,WERH,FM,NA,AL,34.11705,-87.99142,14526.08,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20050322ADL,1052360,WERK,FM,NA,IN,40.15532,-85.42997,28090.19,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-19951026KA,215720,WERN,FM,NA,WI,43.05583,-89.53512,56791.65,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19791206AF,15861,WERO,FM,NA,NC,35.36544,-77.39357,89383.16,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20130830ACP,1572414,WERQ,FM,Baltimore,MD,39.33844,-76.66636,61344.83,NA,Urban Contemporary,NA,8.2,8,8.5,0.5,FALSE
BLH-20080708AJO,1254434,WERR,FM,NA,PR,18.2894,-66.66045,68714.06,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-19900706KB,150068,WERS,FM,Boston,MA,42.35232,-71.05644,33547.24,NA,Variety,NA,0.8,0.8,0.9,0.1,FALSE
BLED-20081106AFA,1276492,WERU,FM,NA,ME,44.43452,-68.58975,48349.72,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20010314AAF,556049,WERV,FM,Chicago,IL,41.7692,-88.26729,24197.31,NA,Classic Hits,NA,0.8,0.7,0.7,0,FALSE
BLED-20140530AEH,1639489,WERW,FM,NA,MI,41.91866,-83.43716,5759.73,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20110503ABA,1425265,WERX,FM,NA,NC,35.91822,-76.34632,60490.41,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20000322AAF,494292,WERZ,FM,NA,NH,43.02731,-70.88033,22871.15,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20050824ACJ,1081395,WESA,FM,Pittsburgh,PA,40.43118,-80.00672,46389.04,NA,News Talk Information,2.1,2,2.4,NA,NA,FALSE
BMLED-20050824ACJ,1081395,WESA,FM,Pittsburgh,PA,40.43118,-80.00672,46389.04,NA,News Talk Information,2.1,2,2.4,NA,NA,FALSE
BLH-19800811AB,22783,WESC,FM,NA,SC,35.13789,-82.60846,90192.81,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20070521ACD,1186667,WESE,FM,NA,MS,34.36288,-88.59116,38677.48,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-19870303KC,98523,WESM,FM,NA,MD,38.2104,-75.68187,42085.55,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-19820111AU,37880,WESN,FM,NA,IL,40.49115,-88.99369,6742.08,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20020522AAB,603110,WESP,FM,NA,AL,31.26351,-85.3066,38768.99,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20151005ABF,1690981,WESR,FM,NA,VA,37.71741,-75.6829,57034.45,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20150828AAE,1685624,WESS,FM,NA,PA,40.99871,-75.17212,10173.45,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20100624AIT,1390741,WESU,FM,NA,CT,41.55343,-72.65759,16360.4,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20070511AAI,1184693,WETA,FM,Washington ,DC,38.89178,-77.13165,58075.29,NA,Classical,NA,3.1,2,1.8,-0.2,FALSE
BLED-20071129AEC,1316648,WETD,FM,NA,NY,42.26035,-77.79722,23121.56,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20160922ADL,1739208,WETH,FM,NA,LA,31.89905,-91.88985,28728.96,NA,NA,NA,NA,NA,NA,NA,FALSE
BNPH-20130723AAE,1560526,WETI,FM,NA,AR,33.33539,-91.12594,31200.97,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-19830926AG,61343,WETL,FM,NA,IN,41.62338,-86.23751,23355.92,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-19990921ABJ,417201,WETN,FM,NA,IL,41.8692,-88.09896,6369.4,NA,NA,NA,NA,NA,NA,NA,FALSE
BNPH-20130723AAI,1560523,WETO,FM,NA,LA,32.66626,-93.93351,18440.59,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20060802ATX,1142818,WETS,FM,NA,TN,36.434,-82.13541,86617.29,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20070425ABE,1183067,WETT,FM,NA,WV,39.29981,-80.29148,27911.37,NA,NA,NA,NA,NA,NA,NA,FALSE
BNPH-20130723AAC,1569883,WETX,FM,NA,MS,33.81956,-89.26674,23578.75,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20100106AAG,1349308,WEUC,FM,NA,KY,37.73588,-87.99586,21358.98,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20161027ACN,1739074,WEUL,FM,NA,MI,45.83273,-88.08263,22260.84,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20000502AAP,497457,WEUP,FM,NA,AL,34.45232,-87.10557,38869.42,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19980625KD,270391,WEUZ,FM,NA,TN,35.12175,-87.18807,26981.06,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20050913AAL,1082144,WEVC,FM,NA,NH,44.45895,-71.17063,24109.99,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20080205AGD,1231153,WEVE,FM,NA,MN,47.59798,-92.22406,46646.99,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20110429ABG,1425106,WEVF,FM,NA,NH,44.94699,-71.34036,19412.94,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20101201APT,1402755,WEVH,FM,NA,NH,43.7084,-72.15398,20741.68,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20131018ABA,1579167,WEVI,FM,NA,VI,17.74553,-64.83598,39726,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20040706AAT,999967,WEVJ,FM,NA,NH,44.17507,-71.16813,30761.99,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20020520ABB,603286,WEVL,FM,NA,TN,35.1437,-89.8062,28720.53,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20030815ADI,674336,WEVN,FM,NA,NH,43.03341,-72.36731,26657.57,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20100630BSW,1382558,WEVO,FM,NA,NH,43.2148,-71.57396,48713.04,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20120531AAX,1500481,WEVQ,FM,NA,NH,44.35278,-71.73695,24372.17,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19981112KK,277000,WEVR,FM,NA,WI,44.88858,-92.65075,28438.56,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20050720ACY,1078369,WEVS,FM,NA,NH,42.75009,-71.47923,13072.99,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20131223AAJ,1598161,WEVW,FM,NA,PA,40.9587,-76.70829,14992.19,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19990412KD,283788,WEXP,FM,NA,VT,43.65868,-73.10678,21497.74,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19980717KD,271068,WEXR,FM,NA,MS,32.32514,-88.6881,26401.53,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20050729BCP,1096096,WEXT,FM,NA,NY,42.9848,-74.17985,27445.63,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20130715ADX,1563019,WEXX,FM,NA,TN,36.40205,-82.20319,29708.37,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20120629AAA,1504588,WEYE,FM,NA,TN,36.53482,-82.79766,26998.87,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20120507ABF,1498921,WEYY,FM,NA,GA,33.74527,-85.28779,9028.97,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20031124APH,981718,WEZB,FM,NA,LA,29.91993,-90.02479,72349.78,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20080304ACD,1236888,WEZC,FM,NA,IL,40.09531,-88.96425,28265.41,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19881011KF,119353,WEZF,FM,NA,VT,44.52783,-72.81568,88580.57,Holiday (Hot AC),NA,NA,NA,NA,NA,NA,TRUE
BLH-20040212ADG,977557,WEZJ,FM,NA,KY,36.74536,-84.18993,34890.57,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20080521ABE,1246791,WEZL,FM,NA,SC,32.81795,-79.83564,64167.94,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20130131ANQ,1538851,WEZN,FM,NA,CT,41.27899,-73.18511,62854.58,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19861103KA,93985,WEZQ,FM,NA,ME,44.75979,-68.56475,65056.54,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19940503KA,198940,WEZV,FM,NA,SC,33.85462,-78.71641,37039.98,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20071030ABR,1216092,WEZW,FM,NA,NJ,38.99289,-74.81294,21582.02,Holiday (Easy Listening),NA,NA,NA,NA,NA,NA,TRUE
BMLH-20110818ABC,1440386,WEZX,FM,NA,PA,41.34786,-75.65047,26162.68,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20040722ADW,1006596,WEZZ,FM,NA,NA,33.48455,-86.80693,51827.76,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20050223ACA,1053881,WFAE,FM,NA,NC,35.28736,-80.69562,67951.48,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20100428AAV,1365620,WFAJ,FM,NA,VA,37.52958,-75.91188,37002.22,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20150227ACK,1672038,WFAL,FM,NA,GA,33.15601,-84.09439,28184.1,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20100414AAJ,1363596,WFAN,FM,New York,NY,40.74844,-73.98569,65670.94,NA,All Sports,NA,3.7,3.4,3.3,-0.1,FALSE
BLED-19860923KB,92497,WFAR,FM,NA,CT,41.39565,-73.4229,4527.89,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19990311KA,282692,WFAV,FM,NA,IL,41.07753,-87.75615,23805.09,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20110906AFE,1442914,WFAZ,FM,NA,AL,33.20845,-85.99191,25581.35,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20131105ALS,1587915,WFBA,FM,NA,PA,40.79231,-76.38467,17683.62,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20021022AAJ,690343,WFBC,FM,NA,SC,35.11206,-82.60651,85494.43,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20100401ADX,1361487,WFBE,FM,NA,MI,42.97392,-83.65023,46820.46,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20131114AJI,1594539,WFBF,FM,NA,NY,42.68867,-78.75392,25085.83,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20120118AFS,1484186,WFBM,FM,NA,PA,40.71119,-77.16415,13515.73,NA,NA,NA,NA,NA,NA,NA,FALSE
