ID,app_ID,Call,Service_Type,Market,State,transmitter_lat,transmitter_lon,avg.dist,xFormat,Format,SEPT.16,OCT.16,NOV.16,DEC.16,Share_Change,Christmas
BLED-20121025AAM,1521196,KJHA,FM,NA,AK,61.64518,-149.86657,10815.35,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20060810AFJ,1143086,KJHK,FM,NA,KS,38.95389,-95.26997,21236.11,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20081231AAX,1286589,KJHL,FM,NA,OK,36.73475,-102.49852,31651.55,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20141014ACF,1649272,KJHM,FM,Denver,CO,39.92276,-103.97217,92533.73,NA,Rhythmic Oldies,NA,1.3,1.4,1.2,-0.2,FALSE
BLED-20020828AAS,610836,KJIA,FM,NA,IA,43.34274,-95.20694,42961.7,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20090923AAK,1332456,KJIC,FM,NA,TX,29.29552,-95.25632,46174,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20140818AFK,1573472,KJIH,FM,NA,KS,39.34083,-96.51861,23239.3,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20030210AAC,625587,KJIK,FM,NA,AZ,32.88923,-109.32285,70540.13,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-19920914KB,176859,KJIL,FM,NA,KS,37.47641,-100.60015,70748.05,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20040202AQF,976145,KJIR,FM,NA,MO,39.69838,-91.49682,41129.03,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20141023ABY,1655821,KJIV,FM,NA,NV,39.76019,-119.46768,44825.86,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19991201ABK,429842,KJIW,FM,NA,AR,34.52455,-90.59649,36608.14,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20120521AAN,1500823,KJJB,FM,NA,TX,29.59968,-96.49775,37941.62,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20150513ABR,1678178,KJJF,FM,NA,TX,26.18005,-97.50218,23034.01,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20090820ABV,1327092,KJJJ,FM,NA,NV,35.03278,-114.36662,69612.45,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19811103AE,35578,KJJK,FM,NA,MN,46.24524,-95.97978,60708.46,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20010326AAF,556965,KJJM,FM,NA,MT,46.50556,-104.21049,39783.71,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20040514ABE,1007736,KJJP,FM,NA,TX,35.29255,-101.84713,51408.45,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20080801AHP,1260374,KJJS,FM,NA,TX,26.91782,-99.25031,28489.44,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-19960425KB,223971,KJJT,FM,NA,TX,32.72288,-102.031,50773.45,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20000525AAP,499871,KJJY,FM,NA,IA,41.66471,-93.75689,51505.03,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20070911ACV,1203509,KJJZ,FM,NA,CA,33.80113,-116.22528,29722.47,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19980223KC,262721,KJKE,FM,NA,OK,35.19118,-97.59726,67216.61,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19980518KB,267101,KJKJ,FM,NA,ND,47.96442,-97.0298,57022.87,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20060323ADD,1121086,KJKK,FM,Dallas,TX,32.58402,-96.96362,90475.47,NA,Adult Hits,NA,3.5,4.1,4.2,0.1,FALSE
BLED-20061017ACU,1155205,KJKL,FM,NA,OR,42.25789,-123.66007,70842.88,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20121213AAC,1522705,KJKQ,FM,NA,SD,45.66385,-97.16925,44812.73,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20141112AGJ,1658264,KJKR,FM,NA,ND,46.91027,-98.70816,14198.26,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20021021ABG,614924,KJKS,FM,NA,HI,20.65681,-156.36107,59543.57,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20090410AQW,1307901,KJKT,FM,NA,SD,44.32832,-103.83465,36449.37,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20160714ACL,1733517,KJLF,FM,NA,MT,46.00604,-112.44335,37973.39,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-19870127KA,97091,KJLG,FM,NA,KS,38.40974,-96.22527,21321.85,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20001201AAY,537629,KJLH,FM,Los Angeles,CA,33.99779,-118.3598,25034.05,NA,Urban Adult Contemporary,NA,1.6,1.7,2,0.3,FALSE
BLED-20101227ABD,1412829,KJLJ,FM,NA,KS,38.54863,-100.96071,34764,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19880812KE,116996,KJLO,FM,NA,LA,32.66014,-92.08763,73072.75,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20050822ANL,1080763,KJLP,FM,NA,AK,61.62114,-149.02332,13622.61,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19970909KE,252946,KJLS,FM,NA,KS,39.02084,-99.47039,72257.34,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-19960327KE,222213,KJLT,FM,NA,NE,40.99694,-100.88015,67115.73,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-19951215KB,217921,KJLU,FM,NA,MO,38.45809,-92.22574,50918.22,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20011017AEE,588758,KJLV,FM,NA,AR,36.06007,-91.04568,37469.14,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20091008ABL,1337200,KJLY,FM,NA,MN,43.91052,-94.05273,52532.68,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20070905ACY,1202823,KJMA,FM,NA,TX,28.96136,-98.2589,53563.07,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19861209KB,95738,KJMB,FM,NA,CA,33.62114,-114.5919,37760.48,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20040512AAD,991617,KJMC,FM,NA,IA,41.65582,-93.59772,22055.93,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20040224ACC,979177,KJMD,FM,NA,HI,20.65681,-156.36107,50828.66,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19960906KD,231764,KJMG,FM,NA,LA,32.67236,-91.91846,27303.11,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19980902KA,273525,KJMH,FM,NA,LA,30.20215,-92.94654,47826.86,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19890208KB,123985,KJMK,FM,NA,MO,37.24283,-94.50606,52056.66,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20090204ABQ,1289352,KJML,FM,NA,KS,37.23756,-94.73773,39195.66,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19960606KD,227673,KJMM,FM,NA,OK,35.86149,-95.76776,47023.07,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20050603AAV,1066650,KJMN,FM,Denver,CO,39.38527,-105.04832,50139.85,NA,Spanish Adult Hits,NA,3,3.5,3.1,-0.4,FALSE
BLH-20060714AAX,1140169,KJMO,FM,NA,MO,38.49918,-91.88362,27831.62,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20121022ACB,1521280,KJMQ,FM,NA,HI,21.97492,-159.49581,25178.8,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20060906ABL,1147320,KJMS,FM,Memphis,MS,35.22287,-90.04342,60666.52,NA,Urban Adult Contemporary,10.2,9.9,9.9,NA,NA,FALSE
BLH-20070316ABY,1177193,KJMT,FM,NA,AR,36.09202,-92.26293,37266.66,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20131220BOA,1613941,KJMX,FM,NA,OR,43.67817,-124.11178,31289.39,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19880311KC,110261,KJMY,FM,Salt Lake City,UT,40.608,-112.15994,83577.72,NA,Hot Adult Contemporary,3.2,3,3.1,NA,NA,FALSE
BLH-19880311KC,110261,KJMY,FM,Salt Lake City,UT,40.608,-112.15994,83577.72,NA,Pop Contemporary Hit Radio,0.5,NA,NA,NA,NA,FALSE
BLH-20111230ABV,1481233,KJMZ,FM,NA,OK,34.59188,-98.54881,24115.9,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-19980729KA,271573,KJNA,FM,NA,LA,31.69767,-92.09541,27707.89,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20120830AIE,1513808,KJND,FM,NA,ND,48.14169,-103.89326,35079.7,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20061006ACB,1151895,KJNP,FM,NA,AK,64.87845,-148.05521,70993.44,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20101103ADH,1400529,KJNR,FM,NA,AK,60.79403,-161.77382,13373.21,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-19910315KA,158210,KJNW,FM,Kansas City,MO,39.07334,-94.48523,56561.06,NA,Contemporary Christian,1.8,1.7,1.9,NA,NA,FALSE
BLH-19961202KB,236846,KJNY,FM,NA,CA,40.50069,-124.28672,56911.92,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20070802ABG,1198130,KJNZ,FM,NA,TX,34.75006,-102.38215,37716.69,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20131203AFG,1601638,KJOC,FM,NA,IA,41.60392,-90.41235,25266.99,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20160119AAM,1690986,KJOE,FM,NA,MN,43.89774,-95.94752,52270.09,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19871013KC,105919,KJOJ,FM,NA,TX,28.81609,-95.60106,72550.3,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20121109ABM,1522704,KJOK,FM,NA,OK,34.60951,-99.84954,44149.75,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20101201ACL,1409601,KJOL,FM,NA,CO,38.46888,-107.88534,10513.52,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20070110ABL,1167449,KJOR,FM,NA,CA,38.54102,-122.9025,17114.07,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20050511ABI,1060973,KJOT,FM,NA,ID,43.75489,-116.09873,92220.19,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20060216AFP,1115217,KJOV,FM,NA,OK,36.40226,-99.43011,39696.29,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20000509AAA,497350,KJOY,FM,NA,CA,37.99159,-121.28911,24576.22,Holiday (Adult Contemporary),NA,NA,NA,NA,NA,NA,TRUE
BLED-20120911AAF,1515097,KJPN,FM,NA,AZ,34.28781,-111.19347,15654.18,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20010206AAB,551237,KJR,FM,Seattle,WA,47.54427,-122.10845,75734.63,NA,Classic Hits,NA,4.4,4.7,4.8,0.1,FALSE
BLED-20151113BOC,1701195,KJRC,FM,NA,SD,44.32832,-103.83465,69375.48,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20091211AFN,1347053,KJRF,FM,NA,OK,34.68952,-98.12643,42275.51,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20020118AAI,601271,KJRL,FM,NA,KS,38.61695,-96.98613,39327.48,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-19900510KA,148126,KJRN,FM,Dallas,TX,32.40542,-97.33224,23933.97,NA,Christian Adult Contemporary,NA,0.1,NA,0.2,NA,FALSE
BLED-19940406KB,196663,KJRT,FM,NA,TX,35.19922,-101.81241,34812.18,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20050801APD,1077064,KJRV,FM,NA,SD,44.19415,-98.31842,58997.22,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20130401AAD,1549530,KJSA,FM,NA,AR,35.9248,-90.85456,18369.45,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20090803AEH,1326111,KJSB,FM,NA,AR,35.81008,-90.81262,19967.72,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20120504ACD,1498717,KJSD,FM,NA,SD,45.01935,-96.94554,40521.51,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20040115ABF,1046913,KJSM,FM,NA,AR,35.17675,-91.39707,56768.82,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20100211ABM,1356573,KJSN,FM,NA,CA,37.68049,-120.92493,26282.19,Holiday (Adult Contemporary),NA,NA,NA,NA,NA,NA,TRUE
BLH-20150114AAD,1667905,KJSR,FM,NA,OK,36.02082,-95.65804,79516.65,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20080801AVL,1260216,KJTA,FM,NA,AZ,35.24029,-111.59766,37268.12,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20110110AAY,1413484,KJTF,FM,NA,NE,40.99694,-100.88015,21768.84,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20041018ACD,1021675,KJTH,FM,NA,OK,36.59503,-97.57755,72972.35,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20100511ABT,1367263,KJTS,FM,NA,MN,44.26857,-94.43942,13062.53,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20110902AAI,1442441,KJTT,FM,NA,IA,42.22498,-93.56133,13867.35,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20100426ACN,1365282,KJTW,FM,NA,ND,46.89165,-98.71316,9517.74,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20100427ACH,1365444,KJTX,FM,NA,TX,32.82319,-94.47575,27526.82,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20070830ACV,1201300,KJTY,FM,NA,KS,38.88973,-95.28831,52185.25,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20130311ADZ,1543210,KJUG,FM,NA,CA,36.24214,-118.87404,60317.64,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20041115ACG,1025885,KJUL,FM,NA,NV,36.68331,-114.51415,52511.24,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-7170,291680,KJVC,FM,NA,LA,32.02183,-93.73852,22083.36,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20130716AAW,1561645,KJVH,FM,NA,WA,46.16428,-122.85483,15692.79,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20111025AIG,1448329,KJVL,FM,NA,KS,38.05446,-97.93089,11448.67,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20140922AAS,1651438,KJVV,FM,NA,CA,34.15417,-116.19806,20904.28,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20120628ABP,1506033,KJWA,FM,NA,CO,37.23724,-104.51498,14831.07,Holiday (Christian Contemporary),NA,NA,NA,NA,NA,NA,TRUE
BLH-20040112ACI,841078,KJWL,FM,NA,CA,36.73523,-119.78681,38847.34,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20111031AEA,1436234,KJWM,FM,NA,NE,40.7289,-98.57057,42559.66,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20080729AAL,1253304,KJWR,FM,NA,MN,44.00607,-95.20277,39587.21,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20090528AJS,1314412,KJXJ,FM,NA,TX,30.88491,-96.54163,38598.84,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20070814ABA,1199113,KJXK,FM,San Antonio,TX,29.41857,-98.48391,63092.49,NA,Adult Hits,4.6,4,4.5,NA,NA,FALSE
BLH-20141014ACD,1653558,KJXN,FM,NA,WY,43.4616,-110.75409,25382.02,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20091008ABM,1337246,KJYL,FM,NA,IA,42.65497,-93.99023,38146.88,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20000105AAS,430411,KJYO,FM,NA,OK,35.59783,-97.48976,77117.49,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20060214ABY,1108915,KJZA,FM,NA,AZ,35.20001,-112.20573,38039,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20110824ABL,1441343,KJZC,FM,NA,NE,42.82053,-102.99713,12813.31,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20150527ABB,1677011,KJZK,FM,NA,AZ,35.08139,-113.90467,24715.81,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20050210ACX,1058994,KJZN,FM,NA,CA,36.60772,-119.99793,44047.53,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20091015ABS,1365636,KJZP,FM,NA,AZ,34.49002,-112.53489,12661.69,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20000119AAK,431325,KJZY,FM,NA,CA,38.41852,-122.67693,23658.48,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLED-20090127ACM,1291537,KJZZ,FM,Phoenix,AZ,33.33282,-112.06542,85964.12,NA,News Talk Information,NA,2.4,2.4,2.5,0.1,FALSE
BLH-20031112AHC,659771,KKAC,FM,NA,MO,39.41782,-91.45738,40119.37,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20140131AGS,1623353,KKAG,FM,NA,ID,45.86322,-116.12375,21524.72,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20121226ABA,1535290,KKAJ,FM,NA,OK,34.39734,-96.9216,49123.58,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19961226KA,238366,KKAL,FM,NA,CA,35.36108,-120.65684,62844.27,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20130401AKD,1547680,KKBA,FM,NA,TX,27.65948,-97.57027,48705.15,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20031114AFK,702426,KKBB,FM,NA,CA,35.45912,-119.02121,34942.87,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-19920309KC,171464,KKBC,FM,NA,OR,44.78821,-117.81077,20019.91,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19930326KB,183186,KKBD,FM,NA,OK,35.40732,-94.6905,50916.05,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20050505ABP,1060720,KKBG,FM,NA,HI,19.83557,-155.10918,44389.32,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19921013KB,177824,KKBI,FM,NA,OK,34.24594,-94.783,48951.4,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20030825AFX,732526,KKBJ,FM,NA,MN,47.55579,-94.80138,56818.03,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19901026KE,153822,KKBL,FM,NA,MO,36.93756,-93.92521,26040.69,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20051103AAO,1094443,KKBN,FM,NA,CA,38.00826,-120.36325,24762.29,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20090116AAN,1290186,KKBO,FM,NA,ND,46.58972,-100.79457,70589.03,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20060301ACF,1116568,KKBQ,FM,Houston,TX,29.57635,-95.51022,91291.48,NA,Country,NA,4.2,4.9,4.3,-0.6,FALSE
BLH-19941101KA,203683,KKBR,FM,NA,MT,45.76634,-108.45597,41280.59,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19921208KD,179733,KKBS,FM,NA,OK,36.6703,-101.48044,37928.24,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20111219AAE,1480639,KKBT,FM,NA,AS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20020117AAM,592442,KKBW,FM,NA,NA,46.83983,-122.25872,39407.42,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19980309KA,263269,KKBZ,FM,NA,CA,37.07356,-119.43208,33353.51,NA,NA,NA,NA,NA,NA,NA,FALSE
BNPH-20151013AIW,1696026,KKCA,FM,NA,CA,35.70579,-118.55953,19988.27,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19830311AG,53853,KKCB,FM,NA,MN,46.78911,-92.11436,65162.4,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19941125KB,204360,KKCD,FM,NA,NE,41.20111,-95.95363,51645.84,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20031125AEC,706683,KKCH,FM,NA,CO,39.41859,-107.36894,83519.42,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20000425AAL,496687,KKCI,FM,NA,KS,39.39,-101.56017,64868.44,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20061006ACD,1154201,KKCJ,FM,NA,NM,34.44952,-103.61802,30364.62,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19890627KB,130388,KKCK,FM,NA,MN,44.28219,-96.31837,69820.81,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20121002ACT,1519358,KKCL,FM,NA,TX,33.51789,-101.85683,51147.28,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20111025AFY,1454394,KKCM,FM,NA,CA,33.65502,-115.98778,27740.06,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20060613ABW,1133528,KKCN,FM,NA,TX,31.66293,-100.0912,56921.74,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20140918ADH,1650465,KKCQ,FM,NA,MN,47.60607,-95.42557,47428,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-19970716KD,249861,KKCR,FM,NA,HI,22.21392,-159.47859,12966.28,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20131204AJQ,1600762,KKCS,FM,NA,CO,38.99916,-104.31358,27768.03,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20060523ADO,1128958,KKCT,FM,NA,ND,46.58999,-100.79652,68936.29,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20070209AAE,1172107,KKCV,FM,NA,KS,37.95779,-99.42962,58332.35,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20011214AAF,590010,KKCW,FM,NA,OR,45.52234,-122.74704,82843.1,Holiday (Adult Contemporary),NA,NA,NA,NA,NA,NA,TRUE
BLH-19901004KB,153284,KKCY,FM,NA,CA,39.20572,-121.8208,27613.88,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20020408AAN,612794,KKDA,FM,Dallas,TX,32.58875,-96.96834,87008.43,NA,Urban Contemporary,NA,2.5,2.4,2.6,0.2,FALSE
BMLH-20040324AFK,981740,KKDC,FM,NA,CO,37.46638,-108.52509,45504.59,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19950711KC,211083,KKDG,FM,NA,CO,37.33917,-107.82423,42579.88,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20120123AAQ,1485274,KKDL,FM,NA,TX,28.64831,-99.18087,20405.54,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19980202KG,261630,KKDM,FM,NA,IA,41.64388,-93.2891,65741.91,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19971217KG,259424,KKDO,FM,Sacramento,CA,38.67268,-121.33217,42819.67,NA,Alternative,2.7,2.9,2.5,NA,NA,FALSE
BLH-19951030KC,215838,KKDQ,FM,NA,MN,48.05608,-96.37338,37567.21,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20091124AIF,1344742,KKDT,FM,NA,KS,38.6089,-99.70345,72318.31,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20090325ACY,1303098,KKDV,FM,San Fransisco,CA,37.90048,-122.08635,21840.55,NA,Adult Contemporary,NA,0.3,0.3,0.4,0.1,FALSE
BLH-19900125KB,144239,KKDY,FM,NA,MO,36.6895,-91.89598,50958.55,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20010807AAA,577204,KKED,FM,NA,AK,64.91528,-147.64778,45551.6,NA,NA,NA,NA,NA,NA,NA,FALSE
BMPH-20160516ABK,1731395,KKEE,FM,NA,TX,31.24351,-95.97801,23705.5,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19960813KA,230968,KKEG,FM,NA,AR,36.1273,-93.98992,57040.73,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20010326AAZ,557343,KKEN,FM,NA,OK,34.51202,-97.96809,26950.54,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20140918ADO,1650460,KKEQ,FM,NA,MN,47.60607,-95.42557,62346.71,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20050616AAW,1096972,KKER,FM,NA,TX,30.05854,-99.06421,43367.28,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20040204ACV,976503,KKEX,FM,NA,ID,41.8716,-111.80939,55603.08,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20151228BCD,1714884,KKEZ,FM,NA,IA,42.49525,-94.20941,61264.1,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19920604KD,174242,KKFD,FM,NA,IA,40.97974,-92.09601,28080.5,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20090731ABV,1323872,KKFG,FM,NA,NM,36.64251,-107.78228,74789.87,Holiday (Classic Hits),NA,NA,NA,NA,NA,NA,TRUE
BLED-19880302KA,109960,KKFI,FM,NA,MO,39.08473,-94.47995,54939.56,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19940321KC,196077,KKFM,FM,NA,CO,38.74332,-104.86275,66890.08,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19991214ABH,428877,KKFN,FM,Denver,CO,39.69582,-105.16554,55613.91,NA,All Sports,NA,4.9,4.3,3.4,-0.9,FALSE
BLH-20060831AAC,1145689,KKFR,FM,Phoenix,AZ,34.2342,-112.36767,88076.22,NA,Rhythmic Contemporary Hit Radio,NA,2.7,2.6,2.9,0.3,FALSE
BLH-20050422AAK,1057848,KKFS,FM,NA,CA,38.87573,-121.12606,29244.29,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20110421AAJ,1424534,KKFT,FM,NA,NV,39.25936,-119.70685,46720.07,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20050407KUU,1054943,KKGB,FM,NA,LA,30.24493,-93.34377,39171.66,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20010831AAF,586878,KKGL,FM,NA,ID,43.75572,-116.09928,91830.09,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20070725AAT,1195985,KKGN,FM,NA,NA,30.11798,-99.19477,32527.5,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-19870225KA,98148,KKGO,FM,Los Angeles,CA,34.22917,-118.06868,89026.82,Holiday (Country),Country,NA,2.7,2.3,2.1,-0.2,TRUE
BMLH-20140225AAX,1626687,KKGQ,FM,NA,KS,38.02001,-97.38476,63571,NA,NA,NA,NA,NA,NA,NA,FALSE
BLED-20110401ACD,1421955,KKGT,FM,NA,NM,35.15154,-107.87595,6714.15,NA,NA,NA,NA,NA,NA,NA,FALSE
BLH-20140610AAQ,1633878,KKHA,FM,NA,TX,28.87387,-96.13969,36659.18,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20050722ACV,1074010,KKHB,FM,NA,CA,40.73041,-123.95311,67344.01,NA,NA,NA,NA,NA,NA,NA,FALSE
BMLH-20060127AFY,1136034,KKHH,FM,Houston,TX,29.57635,-95.51022,91291.48,NA,Pop Contemporary Hit Radio,NA,2.6,2.7,2.7,0,FALSE
BLH-20161014ACR,1742145,KKHI,FM,NA,HI,20.84156,-156.89831,67695.37,NA,NA,NA,NA,NA,NA,NA,FALSE
